Date,7267.T,9432.T,4519.T,8058.T,6902.T,6954.T,9022.T,2914.T,7733.T,8306.T,6758.T,8031.T,6501.T,9433.T,8001.T,6702.T,7203.T,8766.T,3382.T,4063.T,8035.T,9984.T,8316.T,9983.T,6367.T,4502.T,8411.T,5108.T,4503.T,4568.T
2014-01-02,1443.333,56.6,775.0,672.333,1387.5,3850.0,2476.0,3420.0,832.5,694.0,365.2,732.5,796.0,1078.333,1299.0,544.0,1284.0,1171.667,1393.333,1228.0,1920.0,4600.0,1806.667,14466.667,6550.0,4825.0,2280.0,3980.0,1246.0,641.0
2014-01-03,1443.333,56.6,775.0,672.333,1387.5,3850.0,2476.0,3420.0,832.5,694.0,365.2,732.5,796.0,1078.333,1299.0,544.0,1284.0,1171.667,1393.333,1228.0,1920.0,4600.0,1806.667,14466.667,6550.0,4825.0,2280.0,3980.0,1246.0,641.0
2014-01-06,1425.0,55.7,760.333,672.667,1375.0,3720.0,2464.0,3425.0,818.75,686.0,360.4,731.0,820.0,1046.667,1303.0,541.0,1260.0,1155.0,1396.667,1212.0,1890.0,4440.0,1810.0,13633.333,6380.0,4815.0,2280.0,3895.0,1222.0,637.0
2014-01-07,1410.0,55.3,757.667,665.333,1365.0,3686.0,2478.0,3375.0,800.0,677.0,360.0,726.5,825.0,1075.0,1299.0,542.0,1254.0,1123.333,1408.333,1196.0,1886.667,4460.0,1790.0,13500.0,6290.0,4800.0,2260.0,3880.0,1234.0,641.333
2014-01-08,1426.667,56.9,779.0,672.333,1387.5,3774.0,2484.0,3290.0,808.75,692.0,365.0,740.0,852.0,1083.333,1323.0,559.0,1260.0,1133.333,1493.333,1202.0,1916.667,4495.0,1813.333,13783.333,6430.0,4820.0,2340.0,3955.0,1284.0,659.667
2014-01-09,1420.0,56.2,763.333,666.0,1382.5,3664.0,2448.0,3180.0,808.75,681.0,378.8,735.0,843.0,1050.0,1316.0,550.0,1254.0,1136.667,1480.0,1176.0,1900.0,4460.0,1783.333,13266.667,6290.0,4815.0,2320.0,3900.0,1276.0,661.0
2014-01-10,1421.667,56.6,772.0,664.667,1397.5,3560.0,2446.0,3195.0,807.5,686.0,367.0,736.5,846.0,1043.333,1316.0,544.0,1258.0,1118.333,1465.0,1172.0,1913.333,4510.0,1793.333,13700.0,6260.0,4820.0,2370.0,3945.0,1260.0,668.667
2014-01-13,1421.667,56.6,772.0,664.667,1397.5,3560.0,2446.0,3195.0,807.5,686.0,367.0,736.5,846.0,1043.333,1316.0,544.0,1258.0,1118.333,1465.0,1172.0,1913.333,4510.0,1793.333,13700.0,6260.0,4820.0,2370.0,3945.0,1260.0,668.667
2014-01-14,1371.667,55.86,741.667,656.0,1366.5,3454.0,2397.0,3172.0,770.0,667.0,358.6,726.5,833.0,1034.833,1312.0,526.0,1228.8,1088.333,1422.333,1150.0,1859.667,4370.5,1749.667,13005.0,6004.0,4782.0,2320.0,3846.0,1205.4,644.667
2014-01-15,1383.333,56.17,761.333,667.333,1394.75,3560.0,2469.0,3221.0,786.25,675.0,361.6,736.0,867.0,1055.833,1340.0,544.0,1247.0,1120.333,1449.667,1169.8,1937.667,4431.5,1798.333,13251.667,6190.0,4840.0,2340.0,3955.0,1236.4,646.667
2014-01-16,1394.333,56.76,759.333,664.667,1419.5,3522.0,2443.0,3220.0,800.0,673.0,360.8,729.0,856.0,1048.333,1340.0,541.0,1252.2,1128.0,1437.667,1166.0,1956.0,4445.0,1784.0,12940.0,6158.0,4844.0,2300.0,3977.0,1232.8,643.667
2014-01-17,1380.333,58.27,762.333,670.333,1417.0,3487.0,2440.0,3186.0,796.25,679.0,356.0,739.5,861.0,1050.667,1362.0,541.0,1240.0,1112.0,1429.333,1175.4,1909.667,4444.0,1791.333,12876.667,6185.0,4866.0,2320.0,3940.0,1227.6,643.0
2014-01-20,1385.333,58.51,751.667,673.333,1414.25,3504.0,2444.0,3200.0,773.75,676.0,353.4,747.0,858.0,1036.5,1366.0,530.0,1241.2,1097.0,1409.667,1165.0,1893.333,4419.0,1786.333,12668.333,6302.0,4845.0,2340.0,3885.0,1221.2,640.0
2014-01-21,1376.333,58.11,767.0,668.333,1415.5,3572.0,2420.0,3231.0,768.75,671.0,354.2,743.0,865.0,1066.5,1358.0,532.0,1260.0,1101.0,1421.333,1171.6,1909.0,4437.0,1761.333,13040.0,6288.0,4837.0,2320.0,3931.0,1242.0,641.0
2014-01-22,1373.667,57.98,772.0,670.333,1400.0,3580.0,2444.0,3235.0,782.5,679.0,351.2,740.5,859.0,1058.333,1366.0,546.0,1268.0,1099.667,1413.333,1171.2,1911.0,4422.5,1779.333,12946.667,6385.0,4865.0,2340.0,3957.0,1264.2,642.667
2014-01-23,1365.0,57.84,754.333,665.333,1404.5,3550.0,2392.0,3227.0,775.0,673.0,352.8,735.0,846.0,1036.0,1350.0,534.0,1251.2,1092.667,1394.667,1161.0,1897.667,4269.5,1755.667,12941.667,6378.0,4842.0,2370.0,3931.0,1240.8,633.667
2014-01-24,1331.667,57.11,728.0,660.0,1382.5,3444.0,2306.0,3173.0,775.0,660.0,352.6,722.5,817.0,1021.167,1320.0,515.0,1234.0,1067.667,1369.667,1142.0,1868.667,4121.0,1706.667,12738.333,6161.0,4803.0,2320.0,3900.0,1218.2,593.333
2014-01-27,1306.667,55.08,705.0,642.0,1356.5,3356.0,2235.0,3128.0,756.25,637.0,342.2,705.0,786.0,994.167,1284.0,494.0,1207.8,1029.667,1356.667,1119.0,1819.0,4060.0,1654.667,12533.333,5935.0,4738.0,2260.0,3800.0,1188.0,567.667
2014-01-28,1295.333,54.52,720.0,637.333,1355.0,3376.0,2200.0,3068.0,748.5,635.0,333.0,697.0,768.0,963.5,1278.0,494.0,1203.6,1024.333,1373.333,1121.2,1799.667,3961.0,1653.333,12710.0,6060.0,4738.0,2220.0,3821.0,1200.0,571.333
2014-01-29,1334.667,55.4,747.333,649.333,1392.25,3488.0,2255.0,3129.0,776.25,652.0,338.0,704.5,811.0,1007.333,1288.0,517.0,1227.2,1056.333,1410.333,1166.8,1833.0,3909.5,1698.333,13120.0,6218.0,4849.0,2240.0,3900.0,1277.2,578.0
2014-01-30,1301.0,54.41,735.0,635.0,1334.75,3358.0,2304.0,3026.0,770.0,630.0,330.2,694.5,794.0,985.667,1258.0,512.0,1199.6,1011.0,1390.0,1161.4,1793.333,3837.5,1607.667,12921.667,5964.0,4792.0,2170.0,3772.0,1284.6,559.0
2014-01-31,1297.667,55.61,781.333,634.333,1334.75,3354.0,2264.0,3197.0,762.5,623.0,325.2,692.5,792.0,950.833,1265.0,578.0,1184.4,1011.333,1367.333,1152.6,1772.333,3781.5,1608.0,12703.333,5956.0,4793.0,2190.0,3734.0,1279.6,574.333
2014-02-03,1268.667,53.61,775.0,624.0,1303.75,3463.0,2256.0,3135.0,735.75,607.0,316.2,684.0,787.0,931.0,1237.0,601.0,1166.2,988.333,1328.667,1147.0,1770.667,3532.0,1547.0,12395.0,5787.0,4755.0,2110.0,3723.0,1261.0,557.0
2014-02-04,1188.333,51.32,743.333,589.0,1254.25,3304.0,2160.0,3070.0,700.5,584.0,306.0,657.5,749.0,905.333,1185.0,571.0,1100.0,945.0,1278.667,1096.2,1724.667,3605.5,1501.333,12011.667,5432.0,4657.0,2030.0,3500.0,1219.2,543.667
2014-02-05,1207.333,52.25,734.667,611.0,1283.0,3315.0,2182.0,3138.0,733.75,593.0,320.0,704.5,770.0,923.333,1202.0,563.0,1166.0,977.333,1279.0,1101.4,1730.333,3518.0,1564.333,11986.667,5560.0,4692.0,2080.0,3580.0,1233.2,547.667
2014-02-06,1192.333,52.55,730.0,639.333,1257.25,3248.0,2131.0,3107.0,752.5,587.0,324.8,722.5,759.0,932.5,1218.0,588.0,1157.0,976.333,1265.0,1098.0,1738.333,3650.0,1542.0,11943.333,5560.0,4565.0,2060.0,3520.0,1208.0,539.0
2014-02-07,1226.667,54.94,754.333,651.667,1295.0,3272.0,2181.0,3186.0,777.5,602.0,338.2,744.5,780.0,946.833,1265.0,598.0,1180.0,999.0,1281.667,1140.6,1781.0,3687.5,1588.0,12086.667,5759.0,4665.0,2140.0,3591.0,1235.6,550.667
2014-02-10,1237.333,55.64,754.333,652.333,1306.5,3402.0,2190.0,3285.0,833.75,604.0,340.4,747.5,800.0,925.0,1287.0,606.0,1198.8,997.0,1302.667,1147.2,1801.333,3898.5,1583.0,12445.0,5939.0,4670.0,2150.0,3618.0,1258.6,562.0
2014-02-11,1237.333,55.64,754.333,652.333,1306.5,3402.0,2190.0,3285.0,833.75,604.0,340.4,747.5,800.0,925.0,1287.0,606.0,1198.8,997.0,1302.667,1147.2,1801.333,3898.5,1583.0,12445.0,5939.0,4670.0,2150.0,3618.0,1258.6,562.0
2014-02-12,1278.0,56.73,758.667,661.0,1354.5,3401.0,2254.0,3347.0,848.75,611.0,353.0,766.5,812.0,911.667,1306.0,623.0,1204.0,1034.667,1334.667,1148.0,1883.333,3891.0,1595.667,12210.0,5859.0,4787.0,2150.0,3770.0,1277.4,563.333
2014-02-13,1251.0,56.3,753.333,649.667,1336.5,3314.0,2222.0,3319.0,840.0,604.0,345.8,756.5,789.0,924.667,1283.0,617.0,1178.2,1026.333,1314.667,1136.0,1851.667,3753.0,1563.333,11905.0,5697.0,4719.0,2120.0,3705.0,1245.2,555.333
2014-02-14,1237.667,55.92,752.667,645.333,1324.5,3240.0,2212.0,3280.0,818.75,591.0,340.6,763.0,775.0,925.5,1264.0,608.0,1162.6,1030.333,1283.0,1114.2,1954.333,3749.5,1544.0,11533.333,5580.0,4710.0,2090.0,3662.0,1231.8,549.333
2014-02-17,1249.0,54.7,746.667,658.0,1332.5,3309.0,2220.0,3291.0,816.25,596.0,343.6,771.0,786.0,912.667,1276.0,615.0,1158.6,1033.333,1275.333,1102.6,1930.0,3757.0,1548.0,11583.333,5623.0,4741.0,2110.0,3679.0,1225.4,554.667
2014-02-18,1273.667,56.51,772.333,663.333,1363.0,3414.0,2335.0,3357.0,845.0,626.0,356.0,791.0,812.0,955.167,1303.0,632.0,1189.0,1058.333,1317.0,1132.2,1961.333,3908.5,1625.333,12088.333,5907.0,4822.0,2200.0,3801.0,1255.0,565.333
2014-02-19,1251.333,56.89,772.667,666.333,1339.0,3415.0,2313.0,3344.0,826.25,621.0,349.6,789.5,812.0,959.667,1307.0,647.0,1182.0,1053.667,1322.0,1124.0,1935.667,3833.0,1612.333,11906.667,5828.0,4823.0,2180.0,3637.0,1243.0,572.0
2014-02-20,1217.333,56.27,783.0,652.333,1347.5,3325.0,2292.0,3286.0,806.25,603.0,348.2,778.0,787.0,950.167,1270.0,632.0,1172.0,1026.667,1310.333,1103.6,1900.0,3763.0,1588.333,11508.333,5635.0,4780.0,2120.0,3581.0,1230.0,561.0
2014-02-21,1233.0,56.88,818.0,664.333,1359.5,3393.0,2379.0,3356.0,826.25,611.0,353.2,786.5,812.0,977.667,1288.0,645.0,1196.4,1048.333,1338.667,1144.4,1915.333,3901.0,1609.0,11918.333,5800.0,4857.0,2150.0,3620.0,1260.0,575.333
2014-02-24,1226.667,57.16,815.333,664.0,1351.0,3423.0,2354.0,3373.0,817.5,603.0,355.0,781.5,816.0,995.333,1277.0,635.0,1184.8,1028.0,1332.333,1139.0,1936.333,3887.0,1586.333,11998.333,5752.0,4869.0,2130.0,3677.0,1249.2,572.333
2014-02-25,1236.667,57.78,838.667,667.333,1362.0,3472.0,2380.0,3360.0,828.75,615.0,353.2,784.0,814.0,1024.333,1281.0,634.0,1198.0,1033.333,1346.0,1155.2,1932.333,4047.5,1597.0,12176.667,5924.0,4901.0,2160.0,3710.0,1283.0,586.333
2014-02-26,1235.0,58.13,849.0,661.333,1341.5,3469.0,2375.0,3342.0,843.75,606.0,352.8,783.5,808.0,1018.667,1277.0,625.0,1183.4,1015.667,1307.333,1165.2,1909.0,3995.0,1571.0,12060.0,5862.0,4904.0,2150.0,3706.0,1282.6,582.333
2014-02-27,1233.0,57.17,862.0,654.333,1340.0,3530.0,2364.0,3282.0,860.0,596.0,351.4,781.5,812.0,1014.833,1262.0,645.0,1181.8,1003.667,1293.0,1155.2,1946.667,3955.0,1542.333,11850.0,5819.0,4871.0,2110.0,3694.0,1319.6,583.667
2014-02-28,1215.667,57.01,866.0,649.0,1360.0,3531.0,2367.0,3232.0,882.5,587.0,356.0,782.0,803.0,1033.5,1264.0,634.0,1167.8,1004.0,1271.0,1151.6,1947.333,3834.0,1513.333,11683.333,5837.0,4872.0,2090.0,3667.0,1318.8,584.0
2014-03-03,1236.333,55.81,850.667,645.333,1329.75,3435.0,2328.0,3170.0,856.25,588.0,352.0,773.5,787.0,1022.5,1264.0,618.0,1154.6,1002.333,1259.333,1136.2,1936.333,3713.0,1498.0,11826.667,5673.0,4797.0,2080.0,3621.0,1255.8,575.333
2014-03-04,1228.333,56.93,846.0,644.0,1317.75,3459.0,2347.0,3129.0,852.5,586.0,349.2,782.0,795.0,1015.833,1275.0,612.0,1162.2,1003.333,1289.333,1145.2,1930.333,3737.0,1501.333,11963.333,5736.0,4810.0,2070.0,3703.0,1278.0,576.667
2014-03-05,1244.0,58.19,849.0,649.0,1320.75,3460.0,2318.0,3222.0,871.25,586.0,356.6,795.0,808.0,1026.167,1286.0,634.0,1152.4,1015.0,1301.0,1141.6,1958.333,3795.5,1515.333,12325.0,5747.0,4873.0,2070.0,3749.0,1268.6,575.333
2014-03-06,1265.333,58.93,860.333,655.0,1335.25,3493.0,2343.0,3229.0,881.25,602.0,365.0,801.5,823.0,1034.333,1300.0,637.0,1173.8,1023.667,1304.333,1132.4,2014.333,3979.5,1549.333,12550.0,5833.0,4905.0,2110.0,3769.0,1290.4,581.667
2014-03-07,1270.0,59.4,866.0,659.333,1352.5,3557.0,2377.0,3222.0,881.25,602.0,368.8,811.5,823.0,1028.167,1308.0,637.0,1177.8,1017.667,1317.0,1156.2,2045.667,4017.0,1555.0,12800.0,5841.0,4944.0,2110.0,3809.0,1301.0,591.333
2014-03-10,1244.0,58.38,855.0,654.667,1341.75,3465.0,2388.0,3191.0,878.75,599.0,372.8,789.5,824.0,1007.5,1304.0,622.0,1164.2,1010.667,1314.0,1138.4,2050.0,3986.5,1536.333,12563.333,5862.0,4928.0,2090.0,3792.0,1287.6,582.0
2014-03-11,1280.0,59.5,859.667,658.333,1346.25,3534.0,2396.0,3201.0,885.0,600.0,373.4,788.0,818.0,1011.833,1295.0,615.0,1168.4,1027.667,1303.333,1151.6,2070.667,4089.0,1537.0,12623.333,5844.0,4964.0,2080.0,3800.0,1300.0,587.0
2014-03-12,1255.0,59.03,841.667,642.333,1305.5,3421.0,2335.0,3146.0,852.5,587.0,368.0,766.0,805.0,976.833,1261.0,605.0,1145.6,1009.667,1279.667,1123.6,2016.333,3931.0,1508.333,12253.333,5623.0,4905.0,2070.0,3725.0,1279.8,582.0
2014-03-13,1240.333,60.08,837.0,640.333,1309.0,3406.0,2329.0,3131.0,840.0,582.0,367.8,743.0,793.0,974.833,1251.0,610.0,1144.0,1022.667,1277.333,1115.6,2053.333,3996.5,1493.0,12230.0,5592.0,4892.0,2050.0,3694.0,1272.0,578.667
2014-03-14,1202.333,58.26,801.333,623.667,1257.25,3319.0,2245.0,3016.0,803.75,561.0,352.2,725.0,772.0,935.667,1213.0,586.0,1110.2,1005.0,1234.333,1085.2,1966.0,3864.5,1452.333,11950.0,5374.0,4752.0,2020.0,3563.0,1210.0,559.667
2014-03-17,1199.333,56.18,795.333,619.667,1237.25,3264.0,2226.0,3018.0,811.25,561.0,345.6,714.5,755.0,927.667,1194.0,578.0,1112.6,1001.333,1230.333,1072.8,1953.333,4055.0,1446.333,11893.333,5374.0,4746.0,2030.0,3525.0,1192.8,543.0
2014-03-18,1187.667,57.3,807.333,628.667,1240.75,3274.0,2230.0,3003.0,831.25,559.0,344.0,729.0,754.0,943.833,1209.0,594.0,1110.0,1010.333,1234.667,1069.4,1986.667,4186.0,1441.667,11863.333,5434.0,4847.0,2030.0,3549.0,1221.8,554.333
2014-03-19,1185.0,56.36,832.333,625.333,1197.75,3379.0,2235.0,3018.0,823.75,559.0,346.2,718.5,738.0,965.667,1211.0,590.0,1101.6,989.0,1236.667,1070.2,2019.0,4170.0,1443.333,12063.333,5379.0,4927.0,2030.0,3549.0,1235.8,552.333
2014-03-20,1178.667,56.19,826.333,621.0,1157.75,3517.0,2202.0,3030.0,785.0,546.0,351.4,711.0,728.0,956.833,1204.0,575.0,1085.0,983.0,1232.333,1059.6,2013.0,4106.0,1406.667,11801.667,5203.0,4871.0,2010.0,3503.0,1215.0,548.333
2014-03-21,1178.667,56.19,826.333,621.0,1157.75,3517.0,2202.0,3030.0,785.0,546.0,351.4,711.0,728.0,956.833,1204.0,575.0,1085.0,983.0,1232.333,1059.6,2013.0,4106.0,1406.667,11801.667,5203.0,4871.0,2010.0,3503.0,1215.0,548.333
2014-03-24,1165.333,55.17,843.0,626.0,1185.0,3630.0,2267.0,3096.0,798.75,537.0,359.6,703.0,722.0,975.333,1196.0,573.0,1103.4,979.333,1250.333,1104.0,2151.0,4177.0,1399.667,12113.333,5267.0,4943.0,2010.0,3463.0,1162.8,570.333
2014-03-25,1173.333,54.44,838.667,628.333,1210.75,3648.0,2317.0,3115.0,803.75,541.0,367.4,711.5,733.0,970.5,1210.0,570.0,1112.0,982.333,1227.0,1114.2,2121.333,4044.0,1411.0,11975.0,5314.0,4920.0,2020.0,3507.0,1146.4,573.333
2014-03-26,1180.333,54.85,843.0,630.667,1217.25,3636.0,2313.0,3170.0,845.0,543.0,374.2,722.5,757.0,961.333,1216.0,593.0,1124.2,1002.333,1231.667,1119.8,2133.667,3981.5,1424.0,11993.333,5470.0,4924.0,2030.0,3541.0,1184.0,570.333
2014-03-27,1177.667,54.65,872.333,621.667,1211.25,3682.0,2325.0,3140.0,858.75,541.0,376.2,717.5,748.0,972.0,1170.0,614.0,1146.2,992.333,1294.667,1151.4,2124.0,3905.5,1380.0,12390.0,5566.0,4872.0,2010.0,3587.0,1217.0,571.0
2014-03-28,1184.667,54.58,870.667,626.333,1199.0,3625.0,2382.0,3188.0,836.25,555.0,379.4,719.0,755.0,965.833,1195.0,620.0,1157.0,999.667,1313.667,1174.4,2095.667,3847.0,1433.333,12628.333,5654.0,4882.0,2020.0,3588.0,1209.0,573.333
2014-03-31,1211.333,56.19,878.333,638.667,1237.0,3641.0,2412.0,3240.0,822.5,567.0,394.4,729.5,762.0,996.0,1206.0,624.0,1165.2,1032.667,1314.667,1179.6,2108.333,3900.0,1469.667,12478.333,5782.0,4892.0,2040.0,3660.0,1224.0,579.333
2014-04-01,1206.333,55.55,879.0,639.667,1241.0,3639.0,2400.0,3242.0,818.75,568.0,402.2,727.0,777.0,969.167,1207.0,629.0,1162.6,1035.667,1305.0,1176.6,2110.333,3975.0,1480.333,12330.0,5924.0,4854.0,2080.0,3668.0,1211.0,571.0
2014-04-02,1220.667,55.87,870.333,640.333,1251.25,3632.0,2399.0,3232.0,813.75,579.0,398.0,736.5,778.0,959.833,1203.0,624.0,1169.4,1048.667,1310.0,1180.0,2197.0,4033.0,1514.0,12576.667,6015.0,4822.0,2100.0,3696.0,1214.0,587.0
2014-04-03,1233.333,55.54,886.0,643.333,1263.5,3677.0,2426.0,3290.0,822.5,580.0,398.2,740.0,781.0,975.333,1198.0,627.0,1168.0,1048.333,1326.0,1177.4,2220.667,4070.0,1515.667,12800.0,6060.0,4861.0,2100.0,3740.0,1205.0,583.0
2014-04-04,1224.667,55.0,894.0,640.0,1268.0,3692.0,2413.0,3296.0,820.0,582.0,398.8,740.5,783.0,956.667,1179.0,615.0,1158.4,1050.333,1309.667,1182.0,2208.667,3960.5,1516.0,12888.333,6059.0,4851.0,2100.0,3773.0,1210.0,585.0
2014-04-07,1190.333,54.08,883.667,627.0,1256.0,3629.0,2385.0,3274.0,793.75,569.0,397.6,734.0,755.0,931.333,1166.0,610.0,1151.6,1031.0,1303.333,1162.6,2151.333,3778.0,1467.667,12658.333,6018.0,4821.0,2050.0,3745.0,1194.0,604.333
2014-04-08,1151.667,52.88,848.667,624.0,1231.0,3568.0,2363.0,3219.0,762.5,558.0,392.2,726.0,743.0,923.333,1152.0,595.0,1124.6,1020.333,1301.0,1168.2,2112.333,3608.5,1416.0,12740.0,5889.0,4572.0,2040.0,3625.0,1147.0,608.333
2014-04-09,1145.0,52.14,828.667,610.0,1201.5,3529.0,2306.0,3191.0,747.75,542.0,379.0,714.0,725.0,888.0,1137.0,588.0,1090.0,1011.667,1267.0,1160.8,2056.667,3628.0,1369.333,12416.667,5736.0,4522.0,2000.0,3573.0,1142.0,586.333
2014-04-10,1140.0,51.92,841.0,615.333,1199.5,3648.0,2317.0,3193.0,780.0,542.0,375.8,722.0,731.0,870.0,1151.0,598.0,1064.2,1001.667,1269.667,1177.6,2052.0,3587.0,1364.667,12236.667,5781.0,4492.0,2000.0,3574.0,1125.0,584.0
2014-04-11,1148.333,51.59,805.0,610.667,1183.75,3588.0,2292.0,3152.0,743.25,530.0,375.2,720.0,713.0,855.167,1137.0,587.0,1062.8,981.667,1251.333,1168.0,1958.667,3450.0,1354.0,11273.333,5570.0,4452.0,1980.0,3525.0,1092.0,577.0
2014-04-14,1147.667,51.62,811.667,606.333,1170.0,3573.0,2291.0,3157.0,734.5,537.0,374.0,719.5,716.0,859.167,1137.0,583.0,1082.0,983.333,1246.333,1170.8,1989.0,3390.0,1355.667,10931.667,5668.0,4452.0,1980.0,3467.0,1084.0,572.667
2014-04-15,1151.667,52.92,811.667,605.667,1164.75,3582.0,2280.0,3215.0,721.5,546.0,375.8,724.0,727.0,870.0,1139.0,589.0,1080.0,976.333,1252.0,1184.6,1977.333,3504.0,1357.667,10886.667,5758.0,4425.0,1990.0,3488.0,1097.0,572.667
2014-04-16,1177.667,53.85,826.667,618.333,1166.25,3651.0,2346.0,3251.0,765.0,566.0,384.6,736.0,755.0,899.167,1158.0,601.0,1104.6,1006.333,1286.667,1203.0,1997.333,3802.0,1393.333,11316.667,5933.0,4528.0,2030.0,3543.0,1121.0,583.333
2014-04-17,1153.0,53.67,829.667,617.333,1165.5,3714.0,2356.0,3230.0,750.0,565.0,381.6,733.0,752.0,896.833,1158.0,603.0,1102.4,997.667,1281.667,1213.2,1937.667,3802.5,1374.333,11143.333,6034.0,4546.0,2030.0,3507.0,1140.0,584.333
2014-04-18,1142.333,53.85,848.667,615.0,1188.75,3727.0,2362.0,3229.0,741.0,566.0,386.4,735.0,759.0,898.167,1167.0,619.0,1112.8,1007.333,1281.333,1224.0,1969.667,3811.5,1377.333,11236.667,6165.0,4547.0,2020.0,3568.0,1139.0,589.667
2014-04-21,1145.333,53.52,843.333,611.333,1194.0,3697.0,2351.0,3220.0,747.5,561.0,386.4,733.0,756.0,903.5,1157.0,615.0,1114.0,1012.667,1275.333,1231.6,1979.0,3861.0,1364.333,11233.333,6132.0,4525.0,2010.0,3525.0,1109.0,580.333
2014-04-22,1142.667,53.4,834.333,607.333,1188.75,3649.0,2353.0,3297.0,762.5,548.0,379.8,727.5,746.0,902.167,1154.0,598.0,1111.6,1007.333,1283.333,1246.2,1992.0,3861.0,1345.0,10953.333,6054.0,4500.0,1990.0,3612.0,1107.0,578.667
2014-04-23,1158.667,54.12,853.667,614.667,1216.25,3679.0,2379.0,3352.0,778.75,562.0,383.8,737.5,748.0,915.0,1163.0,619.0,1109.8,1006.333,1294.0,1244.2,2010.0,3950.0,1359.667,11091.667,6133.0,4536.0,1990.0,3704.0,1119.0,577.667
2014-04-24,1145.0,53.66,840.667,610.333,1198.25,3634.0,2383.0,3327.0,778.75,554.0,371.8,736.5,732.0,910.667,1144.0,614.0,1093.8,1007.333,1285.333,1217.2,1991.667,3870.5,1341.333,10958.333,6039.0,4486.0,1990.0,3651.0,1100.0,576.667
2014-04-25,1156.667,54.51,867.667,619.333,1198.5,3676.0,2412.0,3366.0,785.0,550.0,367.2,739.5,750.0,902.667,1165.0,610.0,1098.8,1013.667,1311.667,1208.4,1997.667,3867.0,1335.0,10923.333,6044.0,4554.0,1990.0,3712.0,1123.0,580.333
2014-04-28,1105.0,55.95,862.0,613.333,1162.0,3690.0,2439.0,3330.0,768.75,543.0,363.0,729.5,732.0,903.5,1158.0,598.0,1094.6,1006.667,1323.0,1199.2,1942.333,3775.0,1332.667,10713.333,5994.0,4521.0,2000.0,3724.0,1115.0,571.333
2014-04-29,1105.0,55.95,862.0,613.333,1162.0,3690.0,2439.0,3330.0,768.75,543.0,363.0,729.5,732.0,903.5,1158.0,598.0,1094.6,1006.667,1323.0,1199.2,1942.333,3775.0,1332.667,10713.333,5994.0,4521.0,2000.0,3724.0,1115.0,571.333
2014-04-30,1126.667,56.61,859.0,609.333,1163.0,3680.0,2508.0,3356.0,780.0,542.0,358.4,724.5,727.0,907.0,1144.0,600.0,1103.2,1003.667,1343.667,1199.6,1934.333,3795.0,1344.333,10590.0,5901.0,4588.0,2000.0,3660.0,1137.0,571.0
2014-05-01,1144.667,57.76,890.0,619.667,1169.0,3622.0,2558.0,3318.0,801.25,554.0,362.0,731.0,747.0,935.5,1158.0,638.0,1127.8,1025.667,1358.333,1185.8,1955.0,3858.5,1393.667,10700.0,6063.0,4653.0,2040.0,3682.0,1156.0,575.667
2014-05-02,1157.333,57.56,895.0,620.0,1157.0,3588.0,2553.0,3340.0,792.5,566.0,360.0,731.5,752.0,940.5,1165.0,659.0,1126.2,1027.0,1350.333,1199.0,1935.667,3909.5,1402.667,10680.0,6035.0,4641.0,2040.0,3698.0,1181.0,566.667
2014-05-05,1157.333,57.56,895.0,620.0,1157.0,3588.0,2553.0,3340.0,792.5,566.0,360.0,731.5,752.0,940.5,1165.0,659.0,1126.2,1027.0,1350.333,1199.0,1935.667,3909.5,1402.667,10680.0,6035.0,4641.0,2040.0,3698.0,1181.0,566.667
2014-05-06,1157.333,57.56,895.0,620.0,1157.0,3588.0,2553.0,3340.0,792.5,566.0,360.0,731.5,752.0,940.5,1165.0,659.0,1126.2,1027.0,1350.333,1199.0,1935.667,3909.5,1402.667,10680.0,6035.0,4641.0,2040.0,3698.0,1181.0,566.667
2014-05-07,1123.667,56.52,874.667,606.333,1108.75,3453.0,2457.0,3371.0,765.0,548.0,352.0,731.5,722.0,915.167,1143.0,649.0,1102.2,976.0,1321.0,1176.2,1924.333,3710.0,1340.0,10316.667,5773.0,4556.0,2000.0,3608.0,1145.0,558.333
2014-05-08,1118.0,57.12,886.0,646.0,1112.75,3430.0,2464.0,3386.0,775.0,557.0,353.2,758.0,728.0,938.667,1151.0,651.0,1105.6,992.333,1329.667,1192.8,1972.667,3649.5,1362.0,10521.667,5835.0,4637.0,2000.0,3636.0,1175.0,567.0
2014-05-09,1112.333,57.74,886.333,649.0,1107.0,3423.0,2494.0,3391.0,760.0,561.0,352.8,771.0,736.0,947.833,1149.0,657.0,1112.2,998.0,1339.0,1181.8,2012.333,3638.0,1368.0,10490.0,5878.0,4552.0,2010.0,3700.0,1199.0,568.0
2014-05-12,1103.667,57.17,878.0,653.667,1074.25,3414.0,2490.0,3400.0,796.25,563.0,350.8,764.0,731.0,947.667,1141.0,649.0,1102.8,994.333,1331.333,1177.0,2000.333,3580.5,1373.0,10526.667,5897.0,4557.0,1990.0,3536.0,1186.0,564.333
2014-05-13,1142.333,57.51,892.0,658.0,1099.25,3462.0,2544.0,3452.0,798.75,578.0,357.2,775.5,710.0,967.5,1166.0,660.0,1130.0,1022.0,1343.333,1202.4,2027.667,3639.5,1404.667,10893.333,5984.0,4564.0,2030.0,3473.0,1213.0,571.333
