Date,LSEG.L,VOD.L,BP.L,EXPN.L,IMB.L,AZN.L,LLOY.L,ULVR.L,SHEL.L,HSBA.L,CRH.L,GSK.L,CPG.L,BATS.L,AHT.L,FLTR.L,NG.L,RIO.L,RKT.L,NWG.L,SSE.L,AAL.L,STAN.L,BA.L,REL.L,BARC.L,TSCO.L,DGE.L,PRU.L,GLEN.L
2015-02-26,2501.0,224.7,448.0,1198.0,3128.0,4465.0,78.5,3067.202,2105.5,581.6,1827.0,1565.434,1200.161,3795.0,1190.0,4361.96,971.236,3192.0,5790.0,416.338,1562.0,1189.261,928.955,533.0,1130.0,262.1,311.6,1935.0,1348.48,299.7
2015-02-27,2480.0,224.4,448.05,1198.0,3193.0,4469.5,79.0,3065.063,2118.0,577.3,1830.0,1552.842,1198.08,3782.0,1190.0,4474.988,967.2,3192.0,5860.0,395.446,1573.0,1181.45,943.232,532.0,1118.0,256.9,310.84,1935.5,1349.723,300.25
2015-03-02,2450.0,224.7,446.65,1203.0,3197.0,4475.5,79.99,3074.688,2090.0,582.9,1813.0,1565.434,1200.161,3756.5,1181.0,4513.521,966.436,3154.0,5795.0,407.4,1561.0,1172.662,932.762,531.0,1130.0,262.75,312.487,1917.0,1343.096,300.55
2015-03-03,2405.0,225.0,448.6,1180.0,3197.0,4431.5,79.44,3070.41,2047.0,580.9,1770.0,1562.412,1200.161,3767.0,1157.0,4480.125,964.909,3135.0,5755.0,398.569,1566.0,1176.08,927.242,527.0,1104.0,254.3,310.27,1906.0,1343.51,291.2
2015-03-04,2400.0,227.35,451.05,1174.0,3226.0,4423.5,79.87,3080.035,2043.5,586.1,1788.0,1577.522,1209.521,3813.0,1144.0,4588.017,951.272,3073.5,5850.0,401.908,1549.0,1139.465,974.641,533.5,1130.0,262.4,308.116,1920.5,1345.995,283.25
2015-03-05,2403.0,226.25,452.6,1194.0,3285.0,4486.5,80.94,3115.327,2040.0,570.6,1801.0,1582.559,1212.641,3892.5,1129.0,5407.486,960.0,2985.0,5825.0,408.477,1555.0,1137.024,965.599,535.0,1139.0,266.0,311.536,1939.0,1373.744,291.85
2015-03-06,2435.0,219.9,447.0,1187.0,3220.0,4415.5,81.43,3070.41,2030.0,568.0,1797.0,1571.478,1215.76,3825.5,1118.0,5307.309,944.181,2917.5,5800.0,405.031,1517.0,1109.196,974.641,537.0,1137.0,265.0,307.167,1928.5,1384.512,289.5
2015-03-09,2454.0,219.1,445.7,1160.0,3174.0,4361.0,80.37,3024.424,2030.0,566.5,1727.0,1567.449,1204.321,3756.0,1098.0,5538.502,947.891,2910.5,5830.0,396.092,1518.0,1111.149,993.677,533.0,1132.0,262.7,304.38,1904.0,1377.885,296.9
2015-03-10,2435.0,215.55,428.1,1134.0,3091.0,4272.0,78.75,2993.409,1936.5,559.9,1699.0,1534.709,1181.441,3652.5,1093.0,5471.71,929.018,2830.0,5705.0,387.477,1470.0,1055.982,969.406,533.5,1117.0,254.3,298.047,1854.5,1335.227,287.4
2015-03-11,2468.0,217.2,425.15,1139.0,3082.0,4304.5,78.16,3019.076,1936.0,561.8,1742.0,1530.176,1184.561,3627.0,1116.0,5466.574,930.981,2844.0,5715.0,387.8,1482.0,1059.888,975.117,536.0,1122.0,255.0,298.237,1849.0,1353.45,285.65
2015-03-12,2490.0,216.9,425.85,1142.0,3085.0,4479.0,79.2,3014.798,1961.0,560.3,1807.0,1559.893,1203.281,3641.5,1113.0,5497.402,933.272,2857.0,5710.0,387.908,1491.0,1053.541,931.81,535.0,1123.0,254.5,298.616,1882.0,1374.986,285.75
2015-03-13,2490.0,218.95,418.25,1130.0,3096.0,4557.0,79.0,3042.604,1921.5,561.3,1811.0,1571.478,1213.681,3644.0,1107.0,5571.898,928.036,2809.5,5840.0,383.6,1462.0,1030.107,909.157,532.5,1125.0,250.0,294.943,1864.0,1383.269,277.35
2015-03-16,2540.0,222.6,417.6,1115.0,3169.0,4634.5,79.35,3086.452,1935.5,562.0,1731.0,1588.603,1224.08,3708.5,1097.0,5710.619,928.581,2848.0,5900.0,378.538,1469.0,1030.595,910.205,538.0,1145.0,251.85,305.71,1893.0,1409.361,276.9
2015-03-17,2510.0,221.55,425.9,1128.0,3132.0,4640.0,79.46,3080.035,1975.0,570.2,1687.0,1603.21,1227.2,3715.5,1097.0,5687.495,942.763,2873.5,5860.0,377.677,1501.0,1046.218,918.485,537.0,1150.0,250.0,300.39,1910.0,1406.462,282.35
2015-03-18,2534.0,225.75,436.1,1137.0,3201.0,4750.0,79.5,3129.23,2022.5,579.3,1771.0,1635.445,1249.041,3796.0,1134.0,5715.755,961.091,2830.5,5910.0,378.754,1532.0,1044.265,992.725,545.5,1173.0,252.35,306.28,1954.0,1435.452,281.3
2015-03-19,2568.0,225.9,440.9,1130.0,3155.0,4785.5,79.5,3098.216,2042.0,577.1,1751.0,1641.993,1251.121,3668.0,1133.0,5641.258,969.054,2845.5,5990.0,375.308,1532.0,1021.32,999.864,547.0,1174.0,252.8,307.547,1940.5,1451.19,285.75
2015-03-20,2583.0,228.25,451.0,1143.0,3105.0,4847.0,80.63,3101.424,2064.0,584.7,1840.0,1647.03,1251.121,3657.0,1132.0,5651.531,970.036,2914.5,5960.0,383.708,1554.0,1074.534,1019.852,545.5,1173.0,255.3,310.143,1924.0,1447.463,299.3
2015-03-23,2565.0,227.65,447.9,1148.0,3165.0,4840.0,80.48,3106.772,2094.0,578.7,1852.0,1627.386,1240.72,3703.5,1119.0,5584.739,972.872,2942.5,5998.0,381.338,1568.0,1087.715,1086.002,540.0,1170.0,257.15,312.36,1939.5,1442.493,307.1
2015-03-24,2575.0,226.95,444.15,1156.0,3185.0,4832.0,80.59,3108.911,2078.5,578.3,1830.0,1619.831,1249.041,3664.0,1131.0,5702.914,972.981,2884.0,5941.0,379.077,1556.0,1067.699,1066.014,542.5,1187.0,258.45,308.623,1937.5,1444.15,301.35
2015-03-25,2538.0,224.25,448.35,1141.0,3158.0,4761.5,80.5,3080.035,2096.5,583.5,1817.0,1607.239,1233.441,3639.5,1122.0,5733.742,975.927,2926.0,5893.0,379.4,1563.0,1078.439,1050.309,541.5,1170.0,251.9,303.177,1923.5,1442.907,302.05
2015-03-26,2395.0,224.0,446.1,1131.0,3103.0,4691.0,79.73,3053.299,2069.0,581.7,1794.0,1586.588,1206.401,3570.0,1098.0,5718.323,962.291,2877.0,5862.0,377.246,1548.0,1051.1,1046.978,532.5,1163.0,250.0,301.466,1894.5,1395.694,297.2
2015-03-27,2413.0,224.7,443.6,1125.0,3102.0,4686.0,79.05,3049.021,2034.5,578.5,1788.0,1581.048,1220.96,3552.0,1070.0,5769.707,961.636,2809.5,5860.0,369.492,1548.0,1019.367,1049.833,530.0,1162.0,244.25,301.783,1895.0,1394.037,288.15
2015-03-30,2476.0,224.35,446.1,1121.0,3068.0,4726.5,79.39,3087.521,2052.0,583.3,1787.0,1596.158,1233.441,3594.5,1101.0,5869.895,964.8,2816.5,5902.0,373.8,1532.0,1034.989,1066.014,526.5,1181.0,247.8,305.203,1902.0,1405.633,291.85
2015-03-31,2459.0,220.45,436.7,1117.0,2963.0,4626.5,78.28,3010.521,2008.0,574.0,1750.0,1557.375,1218.88,3488.5,1084.0,5741.446,943.309,2772.0,5800.0,366.154,1498.0,988.122,1040.791,523.5,1159.0,242.6,306.343,1859.5,1384.926,285.9
2015-04-01,2447.0,220.05,442.1,1121.0,3045.0,4640.5,79.39,3008.382,2031.0,578.6,1745.0,1577.019,1218.88,3538.5,1087.0,5756.855,958.363,2762.0,5805.0,371.969,1503.0,992.516,1029.845,524.0,1152.0,249.3,308.116,1868.5,1387.411,284.1
2015-04-02,2484.0,222.2,442.85,1130.0,3131.0,4645.0,79.08,3054.368,2024.5,582.3,1762.0,1581.048,1230.321,3577.0,1082.0,5636.122,956.618,2751.0,5832.0,376.492,1508.0,973.476,1024.611,524.5,1156.0,254.75,309.447,1890.5,1391.138,280.75
2015-04-03,2484.0,222.2,442.85,1130.0,3131.0,4645.0,79.08,3054.368,2024.5,582.3,1762.0,1581.048,1230.321,3577.0,1082.0,5636.122,956.618,2751.0,5832.0,376.492,1508.0,973.476,1024.611,524.5,1156.0,254.75,309.447,1890.5,1391.138,280.75
2015-04-06,2484.0,222.2,442.85,1130.0,3131.0,4645.0,79.08,3054.368,2024.5,582.3,1762.0,1581.048,1230.321,3577.0,1082.0,5636.122,956.618,2751.0,5832.0,376.492,1508.0,973.476,1024.611,524.5,1156.0,254.75,309.447,1890.5,1391.138,280.75
2015-04-07,2525.0,225.4,454.85,1150.0,3178.0,4707.0,80.1,3116.397,2094.0,586.9,1782.0,1602.706,1239.681,3631.0,1095.0,5669.518,974.509,2862.0,5960.0,380.154,1544.0,1001.303,1041.743,528.5,1168.0,258.0,317.933,1929.5,1405.633,290.65
2015-04-08,2550.0,222.55,457.3,1181.0,3146.0,4697.0,79.68,3082.174,1982.5,587.0,1752.0,1602.706,1225.12,3589.0,1064.0,5692.642,968.945,2853.5,5970.0,375.523,1535.0,1002.28,1037.46,532.0,1160.0,255.95,312.677,1906.0,1392.795,287.0
2015-04-09,2581.0,225.7,463.7,1182.0,3197.0,4764.5,79.68,3121.744,2004.0,604.0,1809.0,1623.357,1257.361,3631.0,1059.0,5792.819,987.272,2852.5,6001.0,374.554,1560.0,999.839,1050.785,535.5,1172.0,257.95,312.613,1916.0,1403.977,288.85
2015-04-10,2585.0,229.3,472.25,1193.0,3282.0,4753.0,79.3,3138.855,2026.5,612.1,1797.0,1654.081,1267.761,3716.0,1076.0,5790.251,990.0,2837.0,6116.0,375.738,1561.0,997.886,1055.544,539.5,1179.0,257.05,317.933,1938.5,1421.371,289.65
2015-04-13,2573.0,229.2,471.0,1177.0,3233.0,4718.5,79.4,3115.327,2038.5,618.0,1790.0,1646.022,1260.481,3662.0,1093.0,5702.914,984.763,2814.0,6082.0,380.369,1562.0,975.136,1052.689,536.5,1178.0,259.45,309.447,1940.5,1405.219,285.15
2015-04-14,2530.0,229.35,470.95,1180.0,3254.0,4800.0,79.9,3113.188,2045.5,616.3,1803.0,1640.482,1254.241,3677.5,1112.0,5818.511,988.145,2892.5,6091.0,380.908,1564.0,1014.973,1031.273,529.0,1169.0,262.15,309.32,1934.0,1392.38,293.35
2015-04-15,2520.0,227.9,475.8,1187.0,3283.0,4857.5,80.34,3137.786,2071.5,617.7,1857.0,1625.372,1243.84,3691.0,1125.0,5687.495,980.291,2912.0,6055.0,383.061,1557.0,1030.107,1027.942,532.5,1150.0,259.65,312.74,1967.0,1389.481,298.9
2015-04-16,2531.0,227.4,473.45,1180.0,3279.0,4828.5,79.9,3220.134,2109.0,606.8,1860.0,1607.743,1225.12,3742.0,1115.0,5666.95,980.727,2842.0,6001.0,381.769,1560.0,1014.485,1012.713,516.0,1142.0,260.35,305.33,1896.5,1378.713,302.1
2015-04-17,2491.0,226.4,479.35,1181.0,3231.0,4750.0,78.75,3199.814,2089.0,600.0,1835.0,1587.092,1208.48,3724.0,1112.0,5602.726,968.291,2801.0,5940.0,376.061,1559.0,986.657,999.388,513.0,1130.0,255.3,299.82,1876.5,1355.521,298.55
2015-04-20,2498.0,229.0,483.4,1190.0,3258.0,4803.0,78.59,3219.065,2121.0,613.3,1860.0,1592.632,1224.08,3765.0,1144.0,5654.099,976.254,2874.0,5940.0,378.862,1570.0,1013.508,1009.382,509.5,1133.0,257.25,297.667,1870.5,1374.986,303.0
2015-04-21,2552.0,226.9,480.0,1203.0,3304.0,4855.0,79.02,3224.412,2100.0,613.2,1879.0,1586.588,1230.321,3762.5,1163.0,5733.742,978.436,2812.0,5998.0,381.446,1576.0,993.004,1013.665,510.0,1138.0,255.0,297.35,1874.5,1367.531,303.0
2015-04-22,2545.0,227.5,479.75,1192.0,3293.0,4863.0,78.23,3192.328,2070.5,607.5,1859.0,1559.893,1233.441,3734.0,1139.0,5759.423,964.145,2863.5,5996.0,376.277,1566.0,990.075,998.436,507.0,1123.0,253.3,282.023,1865.5,1358.834,302.25
2015-04-23,2553.0,230.35,484.15,1204.0,3290.0,4830.0,78.99,3181.634,2091.5,612.2,1855.0,1541.761,1230.321,3753.0,1169.0,6039.432,969.6,2958.0,6001.0,378.0,1588.0,1036.942,1010.81,503.5,1129.0,258.45,285.38,1864.0,1348.48,303.3
2015-04-24,2555.0,232.25,478.4,1190.0,3305.0,4749.5,79.1,3180.564,2066.0,629.7,1900.0,1545.79,1215.76,3746.5,1166.0,6054.851,988.472,3003.5,5991.0,381.123,1605.0,1056.47,1018.424,515.0,1116.0,261.75,284.746,1870.5,1351.793,311.2
2015-04-27,2595.0,232.6,476.9,1197.0,3321.0,4705.5,78.65,3185.912,2076.5,649.3,1908.0,1573.493,1228.24,3721.5,1167.0,6057.419,982.909,3014.0,6012.0,383.277,1588.0,1077.463,1061.731,514.0,1113.0,263.75,279.68,1866.5,1382.027,312.2
2015-04-28,2571.0,229.75,476.1,1189.0,3261.0,4548.0,78.0,3132.439,2061.0,647.4,1892.0,1549.316,1205.36,3669.5,1144.0,6052.283,979.091,2979.5,5916.0,382.523,1598.0,1102.361,1027.942,505.5,1093.0,261.4,278.73,1846.0,1353.45,314.9
2015-04-29,2544.0,230.4,468.15,1171.0,3172.0,4457.5,77.42,3043.674,2052.0,645.8,1823.0,1524.636,1189.76,3588.5,1118.0,5995.763,958.254,2915.5,5805.0,376.385,1558.0,1111.637,1025.562,507.5,1089.0,256.95,279.237,1796.5,1344.339,313.8
2015-04-30,2549.0,230.55,470.1,1168.0,3192.0,4496.5,77.38,3065.063,2059.5,648.1,1829.0,1525.643,1203.281,3592.5,1126.0,5990.627,958.909,2885.0,5826.0,364.538,1547.0,1078.927,1018.424,508.0,1082.0,255.3,279.933,1811.5,1349.309,310.25
2015-05-01,2523.0,230.0,468.6,1161.0,3229.0,4461.5,82.87,3074.688,2060.0,646.3,1838.0,1522.621,1200.161,3640.0,1147.0,5982.923,966.872,2997.0,5800.0,365.938,1550.0,1137.512,1016.52,503.5,1108.0,254.35,285.0,1815.0,1335.227,312.65
2015-05-04,2523.0,230.0,468.6,1161.0,3229.0,4461.5,82.87,3074.688,2060.0,646.3,1838.0,1522.621,1200.161,3640.0,1147.0,5982.923,966.872,2997.0,5800.0,365.938,1550.0,1137.512,1016.52,503.5,1108.0,254.35,285.0,1815.0,1335.227,312.65
2015-05-05,2477.0,228.55,474.95,1150.0,3120.0,4439.0,82.41,3030.84,2091.5,630.4,1848.0,1511.54,1190.801,3547.5,1129.0,5916.131,967.213,3011.0,5728.0,361.092,1542.0,1138.976,995.581,503.0,1081.0,250.2,287.406,1797.0,1335.642,314.35
2015-05-06,2436.0,232.2,473.3,1146.0,3175.0,4413.5,82.68,3018.007,2082.5,632.4,1857.0,1525.643,1191.84,3582.5,1130.0,5964.935,948.545,3008.0,5685.0,358.723,1549.0,1126.283,996.532,500.5,1075.0,249.45,287.28,1793.0,1322.389,310.45
2015-05-07,2406.0,231.8,457.1,1137.0,3205.0,4407.0,82.13,3032.979,2043.0,630.9,1853.0,1457.647,1203.281,3576.0,1140.0,6090.815,949.418,2967.5,5703.0,357.646,1564.0,1080.88,984.635,497.6,1072.0,248.9,283.353,1777.0,1321.56,303.35
2015-05-08,2553.0,233.3,461.3,1156.0,3297.0,4532.0,86.85,3095.008,2072.0,641.1,1891.0,1489.378,1227.2,3640.0,1163.0,6396.515,988.254,2998.5,5845.0,379.508,1647.0,1089.18,1002.719,509.5,1094.0,258.05,289.876,1791.0,1364.632,302.6
2015-05-11,2537.0,234.75,457.7,1177.0,3257.0,4528.0,86.6,3053.299,2052.0,632.3,1837.0,1488.371,1225.12,3621.0,1177.0,6357.972,987.818,3030.0,5799.0,385.215,1637.0,1101.385,997.484,510.0,1085.0,260.8,294.5,1784.5,1364.632,306.0
2015-05-12,2480.0,233.6,456.05,1214.0,3185.0,4400.0,87.02,3014.798,2033.5,620.0,1818.0,1456.136,1209.521,3557.5,1139.0,6288.612,971.563,2995.0,5719.0,377.892,1625.0,1105.29,986.063,498.0,1068.0,257.45,288.103,1756.0,1331.914,302.0
2015-05-13,2460.0,235.85,456.0,1218.0,3186.0,4390.0,88.74,3012.659,2045.5,614.0,1802.0,1461.172,1163.76,3572.0,1171.0,6339.996,962.291,2978.5,5667.0,380.154,1636.0,1104.802,989.394,500.0,1080.0,260.25,284.62,1754.5,1333.985,300.9
2015-05-14,2465.0,235.4,456.8,1225.0,3211.0,4434.5,88.82,3053.299,2018.5,617.6,1810.0,1441.025,1172.08,3602.0,1184.0,6388.8,964.472,2955.0,5767.0,382.846,1652.0,1084.298,991.774,502.0,1094.0,262.1,288.04,1786.5,1351.793,298.7
2015-05-15,2462.0,234.5,452.4,1226.0,3238.0,4367.5,89.0,3042.604,1991.5,616.9,1816.0,1428.937,1192.88,3592.0,1177.0,6483.852,974.836,2930.5,5749.0,378.862,1661.0,1064.77,1000.816,503.5,1097.0,261.65,284.366,1786.0,1347.652,293.3
2015-05-18,2461.0,234.1,452.3,1225.0,3220.0,4390.0,88.14,3053.299,1981.5,618.6,1816.0,1442.536,1191.84,3595.5,1183.0,5826.222,976.363,2925.0,5764.0,378.323,1667.0,1051.588,1001.767,502.0,1101.0,261.15,281.327,1793.5,1355.935,297.0
2015-05-19,2475.0,226.6,452.35,1250.0,3267.0,4403.5,88.0,3101.424,1971.0,616.7,1851.0,1453.114,1212.641,3639.5,1197.0,6011.183,982.145,2847.0,5848.0,375.308,1696.0,1035.966,1005.099,509.0,1124.0,262.7,280.123,1815.0,1382.441,289.65
2015-05-20,2469.0,238.85,452.1,1248.0,3285.0,4393.0,87.73,3096.077,1970.0,622.9,1851.0,1458.15,1201.2,3644.0,1193.0,5999.616,985.418,2867.0,5835.0,381.985,1681.0,1039.383,1004.623,509.0,1118.0,271.55,279.3,1799.0,1360.905,292.5
2015-05-21,2435.0,242.5,458.0,1244.0,3290.0,4425.0,87.84,3073.618,1985.0,614.5,1840.0,1461.172,1193.921,3633.0,1189.0,5939.503,991.745,2873.5,5846.0,382.308,1656.0,1034.013,1006.05,513.0,1106.0,271.05,279.553,1800.5,1372.915,293.5
2015-05-22,2459.0,253.75,457.75,1247.0,3298.0,4473.5,87.98,3081.105,1970.5,620.6,1833.0,1475.275,1193.921,3621.0,1191.0,6013.494,1002.0,2902.5,5870.0,382.415,1666.0,1037.43,1008.43,515.5,1104.0,270.15,277.906,1813.5,1370.016,292.4
2015-05-25,2459.0,253.75,457.75,1247.0,3298.0,4473.5,87.98,3081.105,1970.5,620.6,1833.0,1475.275,1193.921,3621.0,1191.0,6013.494,1002.0,2902.5,5870.0,382.415,1666.0,1037.43,1008.43,515.5,1104.0,270.15,277.906,1813.5,1370.016,292.4
2015-05-26,2444.0,250.75,451.7,1235.0,3284.0,4373.5,86.82,3052.229,1931.0,617.0,1776.0,1440.521,1190.801,3611.5,1184.0,6055.106,987.818,2874.5,5822.0,371.754,1645.0,1012.044,1000.816,514.5,1091.0,264.9,273.156,1806.0,1350.551,289.75
2015-05-27,2482.0,251.5,454.4,1239.0,3393.0,4468.5,87.41,3106.772,1957.5,625.3,1839.0,1455.632,1205.36,3664.5,1217.0,6189.2,1013.454,2881.0,5917.0,373.8,1685.0,1015.949,1012.713,523.0,1099.0,269.25,274.866,1837.5,1357.592,286.75
2015-05-28,2489.0,253.7,453.3,1255.0,3372.0,4492.0,87.94,3113.188,1954.0,623.6,1847.0,1470.742,1202.24,3691.5,1161.0,6191.511,1020.436,2884.0,5911.0,375.308,1673.0,1010.579,1006.05,521.5,1106.0,271.1,274.107,1841.5,1351.793,285.75
2015-05-29,2457.0,255.35,450.75,1246.0,3370.0,4372.5,87.77,3087.521,1943.0,622.7,1831.0,1464.194,1189.76,3605.5,1120.0,6163.766,1018.909,2856.0,5905.0,371.862,1665.0,1001.792,995.581,515.0,1085.0,270.0,269.293,1815.5,1347.652,287.95
2015-06-01,2466.0,254.3,447.4,1238.0,3306.0,4366.5,88.66,3073.618,1922.5,624.2,1804.0,1466.713,1203.281,3592.5,1151.0,6212.322,1014.218,2834.5,5879.0,367.661,1660.0,979.334,978.924,516.5,1084.0,266.4,265.746,1818.0,1334.813,281.75
2015-06-02,2456.0,254.6,449.95,1226.0,3210.0,4357.0,88.65,3029.771,1934.0,624.4,1792.0,1451.603,1182.48,3506.0,1153.0,6237.756,1006.145,2902.0,5779.0,371.754,1639.0,1023.761,981.304,511.0,1077.0,267.65,262.77,1782.5,1326.116,286.35
2015-06-03,2485.0,250.4,449.55,1233.0,3262.0,4390.0,88.93,3088.591,1938.0,625.3,1853.0,1448.077,1187.681,3535.5,1158.0,6191.511,998.727,2881.5,5815.0,376.385,1635.0,1023.272,1001.292,513.0,1088.0,271.2,266.507,1795.5,1339.369,289.0
2015-06-04,2448.0,248.1,440.15,1224.0,3269.0,4337.0,87.5,3071.479,1901.5,618.8,1816.0,1421.885,1178.321,3520.0,1142.0,6115.219,948.0,2850.0,5774.0,378.862,1610.0,981.287,994.153,505.5,1075.0,266.4,264.29,1782.0,1332.743,281.4
2015-06-05,2391.0,242.05,443.35,1207.0,3185.0,4367.5,87.09,3014.798,1902.5,618.9,1809.0,1408.79,1159.6,3440.0,1149.0,5800.788,934.909,2852.5,5697.0,384.461,1593.0,991.539,985.111,498.3,1059.0,265.45,260.68,1760.5,1315.348,277.4
2015-06-08,2359.0,244.0,441.9,1218.0,3196.0,4333.0,86.43,3001.965,1902.0,619.5,1822.0,1396.198,1157.521,3431.0,1137.0,5856.278,937.309,2818.5,5703.0,378.969,1595.0,981.775,973.214,493.8,1062.0,262.0,257.767,1880.0,1303.752,274.8
2015-06-09,2346.0,241.75,441.35,1218.0,3188.0,4246.0,86.48,2985.923,1883.0,613.7,1795.0,1386.124,1162.72,3423.0,1134.0,5796.165,925.2,2781.0,5662.0,379.723,1577.0,962.149,984.159,489.1,1077.0,261.55,255.993,1887.5,1290.499,275.3
2015-06-10,2380.0,244.1,443.55,1230.0,3219.0,4281.0,86.73,3024.424,1898.5,613.4,1842.0,1392.672,1170.0,3434.0,1155.0,5888.646,931.636,2841.5,5740.0,382.092,1588.0,986.169,1041.267,492.6,1078.0,267.15,267.836,1892.0,1315.348,280.3
2015-06-11,2407.0,237.0,446.8,1236.0,3267.0,4272.0,87.12,3046.882,1897.0,611.3,1885.0,1397.205,1167.921,3445.0,1154.0,5872.457,938.4,2839.0,5745.0,389.308,1600.0,983.728,1019.852,490.7,1081.0,268.75,273.156,1908.5,1337.712,281.25
2015-06-12,2376.0,234.3,437.6,1229.0,3268.0,4211.0,86.95,2981.645,1858.0,607.7,1845.0,1383.102,1158.561,3417.5,1134.0,5872.457,933.054,2831.5,5673.0,384.892,1593.0,982.263,1012.713,489.1,1069.0,269.7,270.686,1896.5,1329.843,282.6
2015-06-15,2331.0,231.2,435.05,1210.0,3175.0,4149.0,86.38,2969.881,1854.5,600.0,1830.0,1360.94,1159.6,3411.5,1127.0,5803.099,925.745,2806.5,5593.0,377.461,1587.0,970.937,987.966,482.0,1066.0,264.95,271.066,1874.5,1303.752,278.25
2015-06-16,2347.0,233.55,432.4,1214.0,3246.0,4170.0,85.7,2984.854,1850.5,594.9,1829.0,1376.051,1157.521,3511.0,1097.0,5812.344,936.0,2745.5,5621.0,377.246,1587.0,949.261,975.593,481.2,1071.0,263.65,267.9,1869.5,1301.681,274.2
2015-06-17,2309.0,230.5,435.0,1179.0,3241.0,4158.5,86.35,2953.839,1844.5,590.8,1834.0,1369.503,1147.12,3503.0,1100.0,5585.771,932.727,2722.5,5596.0,374.338,1594.0,942.817,978.448,473.2,1061.0,261.9,263.53,1881.0,1292.156,271.85
2015-06-18,2350.0,233.1,434.45,1181.0,3234.0,4193.0,86.13,2966.673,1844.0,587.6,1847.0,1370.006,1151.281,3556.0,1100.0,5467.856,938.4,2749.5,5617.0,374.015,1613.0,967.324,985.587,472.4,1059.0,261.55,265.366,1898.0,1309.136,276.35
2015-06-19,2404.0,233.65,431.35,1187.0,3214.0,4189.0,86.5,2964.534,1843.5,590.8,1857.0,1366.984,1150.24,3547.0,1120.0,5548.78,934.363,2732.0,5587.0,376.492,1607.0,963.321,994.629,474.4,1052.0,265.75,267.077,1879.0,1300.853,271.55
2015-06-22,2455.0,239.3,439.4,1218.0,3247.0,4242.0,87.08,3053.299,1875.0,602.0,1914.0,1387.132,1160.641,3593.5,1144.0,5548.78,939.272,2770.0,5708.0,382.092,1641.0,971.621,1010.81,479.0,1071.0,272.45,271.066,1907.0,1330.672,273.6
2015-06-23,2466.0,240.95,438.95,1218.0,3251.0,4273.5,87.0,3057.577,1855.5,600.9,1927.0,1387.635,1163.76,3579.5,1148.0,5581.148,934.363,2758.5,5724.0,387.154,1639.0,973.183,1012.237,474.3,1074.0,272.45,273.853,1932.0,1334.399,274.9
2015-06-24,2451.0,239.75,442.1,1210.0,3235.0,4250.0,87.13,3049.021,1898.5,602.2,1902.0,1393.176,1157.521,3591.0,1157.0,5460.922,931.745,2780.5,5743.0,390.492,1622.0,984.216,1014.617,480.4,1075.0,274.45,273.346,1926.0,1326.53,278.0
2015-06-25,2451.0,239.35,442.3,1204.0,3215.0,4183.0,87.52,3040.465,1883.0,594.3,1883.0,1381.087,1138.801,3556.0,1144.0,5564.959,926.072,2733.0,5692.0,397.061,1612.0,971.328,1010.81,475.4,1077.0,272.9,275.816,1920.0,1326.53,273.55
2015-06-26,2452.0,237.25,437.55,1193.0,3192.0,4193.5,87.06,3028.701,1858.0,589.9,1859.0,1377.562,1133.6,3546.5,1132.0,5613.516,924.763,2708.5,5659.0,395.446,1589.0,936.958,1004.147,468.2,1072.0,272.35,283.29,1899.0,1308.722,266.55
2015-06-29,2400.0,232.8,427.55,1175.0,3123.0,4096.5,85.87,2947.423,1819.0,577.1,1809.0,1355.4,1115.921,3475.5,1104.0,5456.3,908.181,2691.5,5568.0,385.108,1559.0,926.12,975.593,462.7,1046.0,264.25,277.083,1855.5,1278.489,263.05
2015-06-30,2370.0,229.85,420.15,1159.0,3067.0,4019.0,85.24,2919.617,1786.5,570.1,1786.0,1332.231,1095.12,3415.0,1099.0,5562.648,891.49,2614.0,5488.0,378.538,1536.0,896.828,969.882,451.2,1035.0,260.5,269.23,1841.0,1269.377,255.3
2015-07-01,2416.0,234.25,419.15,1177.0,3120.0,4120.5,86.86,2968.812,1803.5,570.9,1814.0,1358.422,1116.96,3499.0,1101.0,5766.109,892.036,2621.0,5576.0,390.6,1538.0,888.626,988.918,457.2,1063.0,266.55,265.493,1874.0,1304.58,253.0
2015-07-02,2427.0,235.9,437.4,1178.0,3097.0,4190.0,86.21,2946.353,1816.5,578.0,1818.0,1364.97,1109.681,3495.0,1059.0,5768.42,909.272,2633.0,5554.0,394.262,1564.0,896.535,1002.719,453.3,1060.0,266.4,265.43,1886.0,1300.025,255.75
2015-07-03,2426.0,231.1,434.4,1171.0,3085.0,4167.0,85.14,2921.756,1812.0,572.9,1811.0,1357.415,1098.24,3481.5,1074.0,5733.741,903.272,2606.0,5526.0,386.938,1558.0,881.108,981.304,452.3,1052.0,262.95,262.707,1887.0,1294.226,252.65
2015-07-06,2410.0,231.1,429.5,1151.0,3093.0,4149.0,84.15,2912.131,1788.0,568.1,1780.0,1351.874,1106.561,3485.0,1051.0,5664.383,898.909,2578.0,5589.0,373.154,1574.0,862.361,975.117,454.3,1042.0,258.8,259.983,1878.0,1272.69,247.6
2015-07-07,2379.0,225.5,418.55,1139.0,3094.0,4178.0,84.0,2902.505,1753.0,558.6,1730.0,1348.348,1103.441,3462.0,1035.0,5662.072,900.981,2492.5,5549.0,362.708,1541.0,812.662,950.561,445.5,1024.0,252.15,254.156,1858.0,1252.811,230.6
