Date,LSEG.L,VOD.L,BP.L,EXPN.L,IMB.L,AZN.L,LLOY.L,ULVR.L,SHEL.L,HSBA.L,CRH.L,GSK.L,CPG.L,BATS.L,AHT.L,FLTR.L,NG.L,RIO.L,RKT.L,NWG.L,SSE.L,AAL.L,STAN.L,BA.L,REL.L,BARC.L,TSCO.L,DGE.L,PRU.L,GLEN.L
2014-01-02,1603.715,247.313,488.85,1100.0,2344.0,3558.0,79.12,2605.197,2155.5,659.7,1539.0,1611.269,1063.011,3207.5,783.5,2800.073,859.636,3370.0,4610.403,366.262,1339.0,1261.515,1282.548,430.5,902.0,271.05,418.063,1984.0,1113.242,310.5
2014-01-03,1614.769,245.749,487.9,1108.0,2339.0,3585.5,79.76,2614.822,2158.5,656.4,1580.0,1616.305,1066.879,3200.0,776.5,2774.393,862.363,3370.0,4676.866,369.708,1351.0,1266.397,1274.458,432.2,899.5,272.85,418.633,1986.5,1109.1,307.5
2014-01-06,1607.4,245.801,488.95,1120.0,2347.0,3598.5,80.11,2610.544,2147.0,660.0,1579.0,1628.897,1063.563,3205.5,790.0,2792.369,856.909,3266.0,4647.544,370.785,1360.0,1244.916,1269.223,431.6,903.5,277.5,420.786,1977.0,1108.272,306.3
2014-01-07,1614.769,248.043,494.0,1102.0,2314.0,3562.5,82.51,2612.683,2159.0,675.8,1592.0,1628.394,1061.906,3185.5,804.0,2818.061,854.182,3215.0,4603.561,377.354,1358.0,1246.381,1269.223,426.4,901.0,280.95,420.216,1965.0,1117.383,308.85
2014-01-08,1625.823,246.062,492.85,1101.0,2247.0,3549.5,83.8,2576.321,2143.5,674.5,1587.0,1610.765,1048.646,3154.5,790.0,2774.393,844.363,3190.0,4577.171,385.431,1346.0,1232.711,1248.759,426.5,903.0,283.7,415.846,1938.5,1125.666,314.8
2014-01-09,1643.325,245.749,495.3,1101.0,2221.0,3572.5,85.26,2534.612,2145.0,668.1,1625.0,1609.254,1042.568,3111.5,790.5,2784.665,845.454,3115.0,4541.985,387.908,1347.0,1197.561,1221.633,429.9,903.5,284.4,410.843,1939.0,1128.979,309.65
2014-01-10,1657.142,244.654,497.0,1107.0,2217.0,3652.0,83.04,2553.863,2190.0,675.6,1619.0,1609.758,1053.066,3084.5,812.0,2764.11,852.545,3140.0,4572.284,384.354,1364.0,1220.018,1224.488,434.0,907.5,283.6,407.613,1978.0,1139.748,318.75
2014-01-13,1658.063,243.716,495.8,1131.0,2224.0,3663.5,84.03,2568.835,2190.0,677.0,1645.0,1602.706,1059.144,3042.5,803.5,2735.861,847.636,3177.0,4543.939,396.308,1344.0,1242.964,1229.723,429.7,907.0,291.7,413.63,1996.0,1134.778,318.95
2014-01-14,1670.038,245.957,491.05,1136.0,2253.0,3755.5,85.33,2580.599,2174.0,672.9,1653.0,1603.21,1059.696,3054.0,802.5,2679.341,851.454,3168.0,4608.448,398.031,1349.0,1232.711,1251.614,428.2,918.5,291.75,419.52,2003.5,1118.212,317.4
2014-01-15,1685.698,248.616,492.85,1150.0,2185.0,3845.0,86.3,2573.113,2180.0,681.0,1655.0,1630.912,1066.879,3084.0,811.5,2648.513,854.182,3254.0,4584.99,403.846,1320.0,1301.06,1271.602,436.6,927.5,296.5,420.85,1981.5,1140.576,319.45
2014-01-16,1667.275,247.313,489.45,1141.0,2232.0,3874.0,84.1,2600.919,2195.0,673.9,1656.0,1647.03,1072.403,3085.0,809.0,2609.981,851.454,3334.5,4542.962,400.077,1306.0,1364.526,1270.65,441.0,926.5,290.45,422.18,1962.0,1114.07,327.2
2014-01-17,1692.146,250.232,491.05,1126.0,2210.0,3875.0,83.52,2592.363,2174.5,677.7,1653.0,1657.103,1065.774,3075.0,807.0,2586.857,859.636,3383.0,4571.307,391.677,1320.0,1358.179,1265.891,444.4,925.5,288.6,419.393,1931.5,1129.808,338.15
2014-01-20,1683.855,250.18,494.3,1130.0,2228.0,3920.0,83.18,2606.266,2175.5,673.0,1637.0,1675.236,1071.851,3121.0,804.5,2630.536,865.091,3336.0,4577.171,386.615,1329.0,1360.132,1263.988,444.1,924.5,282.8,417.493,1947.0,1114.07,338.0
2014-01-21,1676.486,247.834,491.3,1143.0,2284.0,3947.0,83.57,2652.253,2168.0,673.9,1630.0,1673.725,1080.691,3148.0,807.0,2558.608,864.0,3231.5,4646.567,386.615,1340.0,1324.005,1292.542,437.5,931.0,280.6,417.493,1985.0,1104.13,333.7
2014-01-22,1707.805,247.574,493.6,1143.0,2288.0,3934.0,83.03,2678.989,2180.0,668.9,1636.0,1662.14,1068.536,3167.0,814.0,2514.929,870.545,3246.0,4715.962,374.769,1317.0,1334.257,1291.114,434.0,926.5,278.2,418.0,1994.0,1094.191,335.0
2014-01-23,1715.174,243.924,488.15,1124.0,2305.0,3960.0,83.03,2665.086,2183.0,659.0,1628.0,1664.659,1059.696,3126.5,799.0,2495.663,870.0,3217.0,4728.668,371.323,1320.0,1347.927,1279.693,437.2,916.0,278.9,413.44,1972.5,1085.079,332.1
2014-01-24,1668.196,242.465,486.65,1072.0,2262.0,3891.0,81.36,2636.211,2170.5,645.9,1591.0,1636.453,1034.833,3073.5,770.0,2535.485,861.818,3143.0,4586.945,365.831,1315.0,1308.383,1246.38,430.0,904.0,272.25,413.757,1946.5,1045.321,325.4
2014-01-27,1677.407,233.081,475.8,1060.0,2252.0,3855.5,80.4,2603.058,2134.5,635.1,1562.0,1622.35,1023.231,3024.5,760.0,2437.865,855.272,3140.0,4561.533,357.754,1309.0,1288.366,1240.669,432.3,893.5,269.35,411.16,1910.0,1026.27,321.3
2014-01-28,1721.622,232.82,476.9,1073.0,2217.0,3865.0,82.85,2579.53,2123.5,633.8,1609.0,1613.283,1030.413,2985.0,773.0,2534.195,853.636,3213.0,4532.211,370.354,1310.0,1311.8,1237.813,437.3,892.5,273.3,405.65,1902.5,1055.26,323.8
2014-01-29,1726.228,235.948,476.9,1058.0,2189.0,3846.5,82.08,2557.071,2125.5,626.3,1609.0,1589.107,1029.308,2929.0,776.5,2609.981,848.182,3247.5,4474.544,367.446,1307.0,1386.983,1225.44,431.6,896.0,274.95,406.79,1910.0,1030.411,323.8
2014-01-30,1727.149,235.27,477.9,1039.0,2182.0,3873.0,83.55,2521.779,2147.5,630.2,1598.0,1588.099,1015.496,2889.5,795.0,2705.033,853.091,3240.5,4434.471,374.123,1321.0,1401.629,1199.741,436.0,890.0,275.05,409.513,1820.0,1027.098,323.65
2014-01-31,1694.909,236.209,478.0,1040.0,2223.0,3858.5,83.3,2501.459,2103.5,627.0,1571.0,1575.507,1006.103,2916.0,789.5,2712.737,860.727,3243.5,4459.883,366.154,1307.0,1402.118,1180.23,429.1,887.0,272.5,405.776,1800.5,1017.158,322.5
2014-02-03,1670.959,231.569,473.6,1053.0,2239.0,3872.0,79.99,2501.459,2095.0,621.5,1565.0,1583.063,1002.236,2916.5,786.0,2687.045,864.0,3219.0,4559.578,358.938,1332.0,1364.038,1168.332,423.8,889.0,265.7,404.003,1792.5,997.279,314.9
2014-02-04,1694.909,227.868,473.8,1052.0,2227.0,3851.0,81.05,2489.695,2079.0,624.6,1569.0,1565.434,997.816,2903.5,790.5,2648.513,853.636,3240.0,4548.827,356.677,1329.0,1402.606,1170.236,415.8,883.5,264.55,397.733,1768.0,1028.755,313.25
2014-02-05,1689.382,225.105,470.05,1048.0,2189.0,3877.0,81.48,2466.167,2088.5,624.1,1554.0,1591.121,993.948,2881.0,789.0,2633.104,849.818,3273.5,4551.759,356.461,1342.0,1417.74,1179.754,419.1,878.0,264.95,399.063,1778.0,1020.472,313.0
2014-02-06,1725.307,233.446,482.15,1063.0,2200.0,3815.5,82.66,2512.154,2104.0,628.1,1598.0,1609.758,996.158,2928.0,797.5,2681.909,860.182,3338.5,4703.256,362.708,1348.0,1425.063,1194.983,426.3,886.5,269.95,409.64,1820.0,1048.634,322.5
2014-02-07,1775.97,231.465,481.7,1075.0,2214.0,3860.0,81.8,2527.126,2101.0,627.8,1638.0,1624.364,985.661,2925.0,813.0,2723.009,864.0,3407.0,4674.911,363.461,1357.0,1445.079,1180.23,429.1,887.0,271.7,406.473,1818.0,1056.917,325.4
2014-02-10,1758.468,231.465,482.05,1069.0,2242.0,3915.0,82.87,2539.96,2105.5,624.1,1633.0,1619.328,984.556,2966.5,808.5,2725.577,873.272,3382.0,4668.069,363.569,1351.0,1465.584,1181.657,430.8,886.0,275.0,410.02,1829.0,1058.574,326.05
2014-02-11,1786.102,230.943,491.75,1089.0,2247.0,3974.5,83.38,2562.418,2143.5,635.4,1654.0,1655.089,1002.236,2993.0,815.5,2774.393,887.454,3460.0,4717.917,369.6,1365.0,1489.994,1208.783,435.9,906.5,264.7,403.686,1848.0,1084.251,332.85
2014-02-12,1787.024,230.422,487.05,1081.0,2225.0,4002.5,83.53,2527.126,2114.0,636.4,1651.0,1662.644,1012.181,2995.0,828.0,2800.073,883.091,3510.0,4745.284,372.831,1360.0,1504.64,1231.627,439.5,908.0,260.45,409.577,1847.0,1094.191,337.15
2014-02-13,1774.127,230.891,485.2,1077.0,2351.0,4055.5,81.32,2523.918,2128.5,638.2,1627.0,1665.162,999.473,3052.0,830.0,2787.233,884.181,3497.5,4779.493,370.354,1377.0,1497.317,1228.771,425.8,916.0,256.4,411.477,1820.0,1088.393,332.05
2014-02-14,1787.024,227.711,486.4,1069.0,2300.0,4055.0,80.45,2512.154,2123.0,638.0,1623.0,1676.747,1009.418,3047.0,832.0,2756.405,886.363,3516.0,4810.77,368.954,1389.0,1483.647,1228.295,431.9,909.0,253.0,411.223,1838.5,1087.564,338.1
2014-02-17,1802.683,231.986,487.7,1078.0,2357.0,4073.0,81.76,2552.793,2129.0,647.5,1646.0,1695.887,1016.601,3108.5,840.0,2774.393,894.545,3559.0,4848.889,378.862,1383.0,1515.38,1244.952,436.9,915.5,256.05,414.707,1865.5,1101.646,344.05
2014-02-18,1843.214,233.55,495.1,1089.0,2404.0,4092.5,82.5,2582.738,2166.5,656.3,1654.0,1702.938,1029.861,3141.0,843.5,2764.11,900.0,3570.5,4872.346,387.908,1392.0,1549.555,1258.277,437.6,924.0,261.3,417.62,1871.0,1109.928,345.4
2014-02-19,1849.661,232.872,495.0,1095.0,2372.0,3987.0,81.21,2591.293,2180.5,656.6,1649.0,1693.872,1018.811,3126.5,844.5,2764.11,907.091,3627.5,4838.137,387.046,1399.0,1551.507,1252.566,436.8,921.0,255.8,425.283,1902.5,1109.928,347.85
2014-02-20,1846.898,239.389,499.55,1094.0,2360.0,3996.0,81.13,2607.335,2195.5,652.1,1644.0,1696.894,1013.286,3152.0,851.0,2820.629,912.0,3593.5,4862.572,383.061,1420.0,1517.333,1256.373,400.4,913.0,255.25,423.7,1903.5,1122.353,340.45
2014-02-21,1864.4,246.583,501.7,1100.0,2373.0,4027.5,80.79,2608.405,2216.0,654.2,1653.0,1693.368,1021.021,3155.0,850.0,2838.617,909.272,3601.0,4867.459,387.8,1425.0,1523.68,1252.566,411.3,911.5,258.0,424.523,1894.5,1113.242,339.05
2014-02-24,1869.927,252.3,505.9,1111.0,2398.0,4100.0,81.6,2645.836,2222.5,635.7,1684.0,1695.383,1037.043,3182.5,868.0,2856.593,916.363,3536.5,4911.442,389.631,1437.0,1497.317,1242.097,417.5,922.0,259.0,422.306,1910.0,1136.434,336.5
2014-02-25,1877.296,246.95,508.0,1112.0,2411.0,4095.0,81.23,2642.627,2197.5,627.0,1788.0,1686.821,1039.806,3176.5,868.0,2892.557,912.545,3439.0,4935.877,390.277,1434.0,1465.096,1222.585,410.9,923.5,257.9,424.586,1896.0,1133.949,334.0
2014-02-26,1853.346,245.25,506.8,1106.0,2446.0,4075.0,80.83,2616.96,2189.0,627.1,1751.0,1702.938,1039.254,3174.0,862.0,2864.298,905.454,3407.5,4891.895,381.231,1424.0,1458.749,1227.344,409.9,909.0,253.15,412.933,1873.5,1124.01,329.85
2014-02-27,1844.135,246.85,503.3,1098.0,2437.0,4103.0,81.66,2612.683,2182.0,635.9,1759.0,1696.894,1036.491,3219.5,870.5,2864.298,910.363,3459.0,4846.934,351.723,1425.0,1475.836,1218.777,411.1,923.5,253.9,419.583,1872.5,1120.697,329.7
2014-02-28,1867.163,249.0,504.4,1081.0,2437.0,4084.0,82.53,2610.544,2178.0,629.7,1763.0,1683.798,1043.673,3250.0,876.0,2951.645,910.363,3432.5,4802.951,353.123,1403.0,1494.876,1204.025,410.9,915.5,252.1,416.986,1878.5,1122.353,329.2
2014-03-03,1838.608,243.55,492.9,1078.0,2421.0,3994.0,81.27,2561.349,2157.0,622.6,1712.0,1676.243,1036.491,3210.5,846.0,2877.149,901.636,3350.5,4764.833,346.338,1396.0,1443.615,1191.651,409.5,897.5,247.85,408.69,1842.0,1109.928,326.25
2014-03-04,1857.031,249.0,491.5,1102.0,2474.0,4080.5,80.9,2634.072,2195.0,631.7,1777.0,1702.434,1054.724,3286.5,956.0,2889.989,913.091,3381.5,4847.912,354.954,1425.0,1467.048,1213.067,420.4,921.5,252.95,415.34,1875.0,1138.919,331.85
2014-03-05,1851.504,246.25,486.0,1071.0,2475.0,4039.5,80.73,2614.822,2178.5,622.6,1723.0,1698.909,1042.568,3325.0,937.5,2907.977,911.454,3269.0,4785.358,352.8,1424.0,1484.136,1187.844,417.6,920.0,252.25,414.833,1859.0,1128.979,332.2
2014-03-06,1857.952,247.3,486.9,1069.0,2493.0,4011.0,81.7,2600.919,2169.5,625.7,1744.0,1684.806,1042.568,3335.0,943.0,2936.226,906.0,3310.5,4760.923,357.862,1420.0,1528.074,1198.314,413.5,925.0,253.3,410.653,1857.5,1138.091,339.95
2014-03-07,1853.346,238.65,480.05,1046.0,2476.0,3985.0,81.35,2589.155,2171.0,619.6,1695.0,1665.666,1044.778,3290.0,939.0,2951.645,896.727,3200.0,4716.939,351.831,1425.0,1427.992,1204.025,405.2,928.5,248.35,408.816,1841.5,1130.636,324.85
2014-03-10,1840.45,230.1,484.0,1043.0,2487.0,3989.5,81.5,2581.668,2193.0,615.7,1702.0,1684.806,1037.043,3340.5,936.0,2869.434,899.454,3139.5,4730.623,344.4,1424.0,1399.188,1187.368,402.7,921.0,242.0,405.65,1855.0,1124.838,317.0
2014-03-11,1828.475,226.25,484.0,1047.0,2494.0,4016.0,81.11,2550.654,2198.0,616.6,1715.0,1686.317,1034.833,3334.5,941.5,2889.989,911.454,3155.0,4841.07,334.061,1427.0,1401.629,1188.796,406.9,929.5,236.15,398.556,1849.0,1127.323,313.2
2014-03-12,1802.683,229.55,482.6,1039.0,2472.0,4002.0,80.62,2538.89,2176.5,599.2,1691.0,1661.636,1016.601,3218.0,945.5,2856.593,908.727,3173.5,4766.787,329.538,1425.0,1386.007,1145.013,400.9,935.0,233.75,398.24,1809.5,1157.97,309.5
2014-03-13,1773.206,224.4,478.5,1032.0,2446.0,3979.0,79.55,2518.571,2150.5,597.2,1670.0,1650.556,1009.971,3200.0,903.5,2825.765,896.727,3162.0,4757.013,323.723,1417.0,1378.196,1134.543,392.0,921.5,235.65,378.417,1806.0,1138.091,304.7
2014-03-14,1752.02,222.15,477.25,1045.0,2416.0,3913.0,78.38,2535.682,2143.0,598.1,1644.0,1641.489,1007.761,3224.0,900.0,2812.925,899.454,3140.5,4737.465,322.538,1423.0,1389.424,1133.116,388.1,913.0,231.15,384.686,1821.0,1114.898,297.0
2014-03-17,1796.235,226.0,476.85,1055.0,2419.0,3970.5,79.5,2534.612,2151.5,597.0,1658.0,1649.548,1011.076,3200.5,922.5,2812.925,901.091,3179.5,4708.143,326.308,1427.0,1427.016,1134.543,396.5,917.5,231.05,379.62,1780.0,1123.181,306.6
2014-03-18,1821.106,226.6,477.0,1071.0,2415.0,3978.5,79.71,2556.001,2174.5,597.9,1665.0,1659.622,1015.496,3253.0,940.5,2818.061,903.818,3190.0,4704.233,329.0,1440.0,1432.874,1139.302,407.8,924.0,236.05,380.316,1797.5,1133.535,311.45
2014-03-19,1848.74,227.7,476.95,1065.0,2438.0,3977.5,79.06,2554.932,2166.0,591.8,1651.0,1667.177,1010.523,3233.0,949.5,2836.049,905.454,3144.5,4784.38,324.692,1438.0,1355.738,1127.881,413.5,918.0,241.5,373.16,1790.0,1109.514,301.3
2014-03-20,1818.343,226.8,468.25,1057.0,2418.0,3942.0,78.75,2542.098,2154.5,594.2,1647.0,1640.986,1002.788,3214.5,941.0,2815.493,892.363,3157.0,4736.488,328.785,1486.0,1378.196,1127.405,417.1,916.0,238.65,370.5,1791.5,1117.383,301.35
2014-03-21,1822.948,227.2,468.75,1063.0,2441.0,3929.0,77.37,2588.085,2173.0,605.7,1634.0,1628.897,1002.788,3239.0,924.0,2789.801,897.272,3207.0,4718.895,322.108,1510.0,1405.535,1142.634,411.0,915.0,235.9,368.473,1800.0,1108.272,303.6
2014-03-24,1812.816,222.15,468.5,1047.0,2425.0,3866.0,78.5,2594.502,2158.0,606.2,1615.0,1611.772,995.606,3213.5,927.5,2756.405,888.0,3189.0,4715.962,326.954,1475.0,1406.023,1143.585,403.5,911.0,234.05,371.577,1819.5,1091.292,305.75
2014-03-25,1822.027,222.8,473.95,1054.0,2434.0,3892.0,79.11,2640.489,2177.0,611.7,1660.0,1633.934,1013.838,3250.5,953.5,2753.837,892.909,3283.0,4764.833,331.477,1498.0,1462.655,1162.145,411.5,920.5,236.95,372.02,1850.5,1102.888,312.0
2014-03-26,1833.081,223.15,476.2,1074.0,2430.0,3910.0,75.2,2654.392,2183.5,611.2,1680.0,1635.445,1026.546,3235.0,960.0,2802.653,890.727,3304.0,4747.239,329.646,1518.0,1453.867,1175.471,411.1,930.0,233.3,372.843,1837.0,1088.393,311.1
2014-03-27,1843.214,218.0,476.35,1077.0,2433.0,3910.0,75.38,2678.989,2187.0,608.3,1671.0,1625.875,1019.916,3287.0,956.5,2825.765,893.454,3275.0,4745.284,325.123,1487.0,1451.914,1172.615,410.5,918.5,230.95,371.577,1864.0,1089.221,307.1
2014-03-28,1822.948,219.1,484.15,1093.0,2432.0,3937.5,74.34,2734.601,2193.5,611.0,1673.0,1629.905,1017.153,3340.0,951.0,2761.542,905.454,3279.5,4818.589,330.831,1511.0,1473.395,1198.79,407.4,914.0,231.1,377.213,1868.5,1060.644,313.25
2014-03-31,1814.658,220.3,480.0,1081.0,2423.0,3876.5,74.65,2738.879,2191.0,607.5,1675.0,1603.21,1011.076,3335.5,951.0,2841.185,896.727,3337.5,4776.561,334.923,1469.0,1490.482,1193.079,414.2,916.0,233.4,374.173,1861.0,1050.705,308.8
2014-04-01,1842.292,220.3,484.3,1089.0,2424.0,3924.5,75.67,2730.323,2209.5,613.0,1721.0,1605.224,1014.943,3330.5,975.5,2774.393,903.818,3375.0,4795.132,341.492,1489.0,1485.6,1204.025,414.3,921.5,237.45,371.64,1851.5,1090.877,309.4
2014-04-02,1845.977,221.15,485.4,1094.0,2421.0,3950.0,76.9,2723.906,2195.0,611.2,1725.0,1594.647,1011.076,3307.0,982.0,2751.269,898.363,3377.0,4745.284,347.738,1482.0,1507.569,1219.253,413.4,926.0,242.75,370.69,1832.0,1096.676,313.3
2014-04-03,1825.712,219.15,485.15,1080.0,2428.0,3917.5,76.18,2715.351,2209.0,610.5,1706.0,1590.114,1003.341,3323.5,979.0,2705.033,892.363,3316.0,4709.121,341.277,1464.0,1480.718,1203.549,407.2,919.0,244.1,369.487,1833.5,1091.292,313.25
2014-04-04,1831.239,219.8,490.05,1083.0,2452.0,3923.0,77.46,2714.281,2216.0,612.5,1775.0,1588.603,1012.181,3346.5,983.0,2717.873,895.091,3380.5,4731.601,342.785,1475.0,1528.074,1203.073,410.7,924.5,248.15,364.04,1858.0,1111.585,318.7
2014-04-07,1781.497,217.6,484.85,1064.0,2400.0,3867.5,75.38,2713.212,2216.5,606.2,1760.0,1565.434,1009.418,3328.5,952.5,2638.241,891.272,3343.5,4686.64,336.0,1482.0,1517.333,1194.507,405.6,914.5,241.85,358.846,1855.5,1092.12,316.65
2014-04-08,1741.887,215.0,477.2,1050.0,2393.0,3810.5,73.9,2787.004,2204.0,605.0,1729.0,1566.945,999.473,3390.0,901.0,2699.896,890.727,3426.5,4637.77,333.092,1480.0,1539.791,1228.295,401.2,892.5,238.6,364.61,1878.5,1075.554,316.0
2014-04-09,1745.572,220.0,482.9,1076.0,2416.0,3811.5,74.5,2793.421,2207.0,612.7,1749.0,1593.136,1004.998,3400.0,920.0,2676.773,890.727,3393.0,4674.911,333.631,1486.0,1521.239,1263.036,404.3,893.0,238.5,359.987,1882.0,1092.534,312.75
2014-04-10,1736.36,217.85,484.0,1077.0,2465.0,3837.0,74.55,2804.115,2213.0,618.7,1760.0,1593.136,1017.706,3428.0,923.5,2627.968,892.909,3382.5,4671.001,332.446,1472.0,1511.963,1264.464,405.5,891.5,239.75,359.797,1889.0,1088.807,314.3
2014-04-11,1660.827,213.8,475.45,1058.0,2447.0,3780.5,72.97,2818.018,2194.5,617.6,1737.0,1563.419,1003.893,3392.5,880.0,2594.572,883.091,3330.5,4627.019,329.538,1469.0,1500.734,1257.801,398.6,881.0,236.05,355.996,1872.5,1078.867,311.6
2014-04-14,1635.035,212.95,474.55,1054.0,2474.0,3736.0,72.58,2847.963,2213.5,621.4,1714.0,1554.353,1007.761,3451.0,842.0,2562.455,887.454,3408.0,4723.781,327.6,1469.0,1507.081,1280.644,395.6,873.0,237.3,366.51,1917.0,1076.382,317.9
2014-04-15,1623.981,210.6,473.5,1052.0,2481.0,3723.0,70.94,2814.81,2230.5,617.9,1702.0,1558.382,1002.236,3435.5,845.5,2602.277,898.909,3302.5,4742.352,320.492,1495.0,1478.277,1258.277,391.9,866.0,233.15,362.647,1910.0,1055.675,312.4
2014-04-16,1666.353,212.0,478.5,1073.0,2495.0,3758.5,72.86,2804.115,2225.0,616.3,1726.0,1575.004,1002.788,3415.5,888.0,2550.893,904.363,3305.5,4803.928,323.292,1505.0,1502.199,1261.132,376.0,869.5,237.55,372.147,1900.0,1070.17,313.95
2014-04-17,1693.988,214.15,482.05,1081.0,2511.0,3781.5,74.28,2798.768,2244.0,617.4,1717.0,1570.471,1016.048,3407.0,907.5,2538.053,898.909,3288.5,4803.928,326.2,1502.0,1510.499,1261.608,389.1,884.5,246.5,366.953,1829.0,1096.676,314.15
2014-04-18,1693.988,214.15,482.05,1081.0,2511.0,3781.5,74.28,2798.768,2244.0,617.4,1717.0,1570.471,1016.048,3407.0,907.5,2538.053,898.909,3288.5,4803.928,326.2,1502.0,1510.499,1261.608,389.1,884.5,246.5,366.953,1829.0,1096.676,314.15
2014-04-21,1693.988,214.15,482.05,1081.0,2511.0,3781.5,74.28,2798.768,2244.0,617.4,1717.0,1570.471,1016.048,3407.0,907.5,2538.053,898.909,3288.5,4803.928,326.2,1502.0,1510.499,1261.608,389.1,884.5,246.5,366.953,1829.0,1096.676,314.15
2014-04-22,1708.726,217.05,486.6,1107.0,2535.0,3960.0,74.37,2790.212,2240.0,614.9,1743.0,1652.067,1022.679,3423.5,900.5,2526.491,906.545,3257.0,4843.024,325.446,1509.0,1502.199,1248.283,392.0,885.0,247.25,370.373,1838.0,1105.373,314.85
2014-04-23,1685.698,214.85,485.85,1127.0,2544.0,4042.5,74.8,2816.949,2247.0,612.2,1729.0,1654.585,1032.624,3417.0,877.0,2491.816,897.818,3249.0,4844.002,324.262,1497.0,1510.499,1229.247,395.4,874.0,248.9,376.643,1816.5,1104.545,315.05
2014-04-24,1681.092,216.4,489.35,1133.0,2550.0,4175.0,75.49,2769.893,2254.5,613.0,1722.0,1663.148,1030.413,3424.5,848.5,2486.68,891.272,3278.5,4839.115,327.169,1493.0,1529.538,1238.289,396.4,880.5,252.0,380.507,1805.5,1112.413,316.0
2014-04-25,1672.802,217.35,493.5,1125.0,2561.0,4080.0,74.84,2777.379,2248.5,602.5,1708.0,1667.177,1034.281,3424.5,863.0,2494.384,898.363,3278.5,4845.957,326.523,1494.0,1496.829,1231.151,401.9,886.0,248.85,379.24,1807.0,1111.999,316.0
2014-04-28,1676.486,218.85,488.35,1125.0,2550.0,4666.5,73.98,2796.629,2255.5,600.9,1708.0,1665.162,1026.546,3459.0,850.0,2485.391,904.909,3185.5,4735.51,318.231,1500.0,1483.159,1220.681,401.0,879.0,249.0,382.977,1821.5,1101.646,312.55
2014-04-29,1675.565,223.05,502.6,1140.0,2605.0,4632.5,74.87,2810.532,2280.0,611.1,1724.0,1677.754,1034.281,3487.0,867.5,2484.112,916.363,3220.0,4735.51,324.369,1530.0,1506.105,1242.097,399.2,883.0,250.25,384.18,1826.0,1119.454,315.55
2014-04-30,1669.117,223.95,499.2,1136.0,2557.0,4664.0,75.36,2827.644,2347.0,604.1,1716.0,1644.008,1040.911,3417.0,874.5,2484.112,916.909,3224.5,4667.092,321.785,1525.0,1544.673,1219.729,400.0,872.0,252.2,371.07,1817.5,1125.252,318.5
2014-05-01,1683.855,220.65,498.05,1135.0,2524.0,4815.0,79.5,2803.046,2333.5,607.4,1729.0,1649.548,1040.359,3449.0,872.5,2507.225,912.545,3200.0,4772.651,330.185,1529.0,1527.586,1226.868,401.2,884.0,256.15,362.963,1825.0,1137.263,316.05
2014-05-02,1682.013,222.9,501.7,1124.0,2514.0,4808.0,79.62,2787.004,2354.0,605.7,1726.0,1639.475,1044.778,3396.5,873.0,2495.663,914.727,3247.0,4730.623,357.215,1530.0,1528.074,1225.44,401.1,876.5,258.5,361.633,1825.5,1133.535,319.25
2014-05-05,1682.013,222.9,501.7,1124.0,2514.0,4808.0,79.62,2787.004,2354.0,605.7,1726.0,1639.475,1044.778,3396.5,873.0,2495.663,914.727,3247.0,4730.623,357.215,1530.0,1528.074,1225.44,401.1,876.5,258.5,361.633,1825.5,1133.535,319.25
2014-05-06,1682.013,223.9,501.0,1134.0,2517.0,4677.5,78.5,2772.032,2346.5,604.1,1740.0,1637.964,1049.198,3366.5,878.5,2491.816,916.363,3215.0,4725.736,350.215,1531.0,1506.105,1218.777,397.4,869.0,245.0,364.547,1827.0,1135.606,320.75
2014-05-07,1681.092,226.75,501.4,1060.0,2549.0,4631.0,76.72,2777.379,2362.5,596.5,1679.0,1641.489,1062.458,3415.5,859.5,2534.195,921.272,3247.0,4736.488,350.538,1545.0,1530.515,1218.777,404.5,872.5,243.3,362.33,1825.0,1140.99,323.4
2014-05-08,1703.199,226.95,501.3,1062.0,2595.0,4713.0,76.94,2793.421,2378.5,593.8,1682.0,1628.897,1063.011,3436.0,857.0,2586.857,922.363,3205.0,4739.42,356.461,1532.0,1551.507,1243.524,405.6,871.5,262.45,373.667,1830.5,1154.243,326.6
2014-05-09,1694.909,226.75,500.9,1049.0,2591.0,4600.5,76.37,2822.296,2370.0,596.0,1664.0,1625.372,1073.509,3417.5,854.0,2574.017,932.727,3188.5,4716.939,350.215,1511.0,1566.154,1229.723,405.0,878.5,260.15,376.01,1850.5,1133.949,325.5
2014-05-12,1708.726,224.45,501.3,1057.0,2641.0,4610.0,77.0,2829.782,2365.5,606.3,1692.0,1632.927,1084.006,3458.5,866.0,2576.585,928.909,3340.0,4715.962,351.292,1508.0,1602.769,1229.723,407.8,880.5,256.65,372.336,1862.0,1152.586,329.55
2014-05-13,1665.432,219.85,500.2,1065.0,2652.0,4642.0,76.89,2837.269,2370.0,611.0,1693.0,1649.045,1083.453,3450.5,859.0,2589.436,928.909,3330.5,4777.539,354.308,1509.0,1598.863,1244.952,409.4,888.0,255.35,374.616,1871.5,1169.567,330.65
2014-05-14,1658.984,222.1,503.5,1083.0,2664.0,4654.0,77.1,2841.546,2347.0,617.5,1682.0,1635.445,1100.581,3464.5,835.0,2589.436,939.272,3374.0,4823.477,357.323,1536.0,1602.769,1250.663,411.8,889.0,251.3,375.313,1878.0,1167.91,327.4
